Metacritic score,Positive,Negative,Recommendations,Price,Average playtime forever
65,376,121,398,9.99,236
70,229,133,295,0.0,16
72,278,41,262,9.99,0
83,2521,377,2679,9.99,559
54,66,37,0,19.99,0
81,7254,351,6308,1.79,683
62,781,206,735,9.99,295
74,2826,547,2693,29.99,1226
56,2929,609,2975,9.99,823
78,31124,2664,29841,4.99,304
78,140048,3220,111835,19.99,6334
94,35336,1642,29678,14.99,1522
69,104,4,0,11.99,11
85,1306,76,822,14.99,146
73,163,9,157,19.99,15
80,790,239,967,9.99,135
79,548047,15109,430887,19.99,6446
78,185,21,163,15.99,0
54,82,27,0,9.99,0
73,29,4,0,14.99,0
78,10669,964,7511,14.99,590
51,780,332,987,19.99,565
68,634,356,822,7.99,205
64,119,23,125,9.99,715
78,764,351,581,9.99,72
67,3474,2218,5340,29.99,972
74,1739,805,1500,19.99,292
58,70,10,0,4.99,0
77,11036,4467,48690,0.0,0
61,112,35,142,7.99,0
86,167454,16653,1075,0.0,8194
89,475785,8983,408579,14.99,3753
93,51719,1621,37609,49.99,1855
68,830,575,910,39.99,3303
87,81362,2372,75825,4.99,1253
84,78,1,0,14.99,0
61,69,28,0,14.99,41
86,7417,385,5505,12.99,370
75,2886,445,2406,24.99,306
85,27906,1560,15835,19.99,290
73,38921,23371,76744,59.99,0
76,9907,710,5679,4.99,231
72,272,166,152,9.99,206
88,46417,2229,41526,0.0,467
44,272,354,107,3.99,175
74,274,31,262,19.99,591
80,161,77,201,9.99,7
78,185,59,205,19.99,40
68,464,415,554,19.99,37
80,55,19,0,9.99,25
77,1626,509,1363,29.99,355
76,425,41,382,9.99,889
74,169,76,220,7.99,19
89,13795,965,9300,9.99,331
74,409,33,286,9.99,203
62,793,58,771,19.99,103
55,69,13,0,7.99,0
91,13950,1007,13529,19.99,1216
69,223,264,247,5.99,23
78,2747,555,1742,14.99,293
81,1781,363,1887,1.99,156
75,376,132,439,19.99,397
68,1689,340,1671,19.99,439
68,5139,281,4326,14.99,1813
81,399,25,391,9.99,0
88,139391,13658,137096,39.99,1696
80,217,12,170,9.99,0
72,617,231,678,0.0,283
63,5215,741,3279,4.99,306
62,138,26,104,14.99,786
80,1781,221,1582,1.99,267
73,2818,229,1470,4.99,43
69,1769,396,1728,14.99,651
83,47708,1458,39760,14.99,609
73,195,35,110,14.99,155
82,27409,3011,20285,24.99,319
80,12466,709,11703,14.99,340
84,38951,7905,29640,19.99,1352
68,272,64,230,9.99,1098
84,13755,3336,10978,59.99,1640
68,216,27,158,19.99,0
71,384,42,386,4.99,9
55,373,86,381,4.99,411
75,1226,192,961,9.99,117
83,681,67,388,9.99,310
68,237,43,227,10.99,106
69,82,50,0,0.53,0
76,912,148,982,39.99,137
80,801,96,636,14.99,108
68,709,232,683,9.99,323
76,5029,2169,0,0.0,954
69,1718,1064,2258,29.99,949
43,52,11,0,11.99,36
82,467,93,399,14.99,104
78,572,178,364,6.99,308
77,11857,460,10897,9.99,560
67,60,59,101,9.99,0
85,9730,2807,11477,9.99,428
62,84,95,0,4.99,14
92,3380,102,2974,9.99,181
79,5791,384,1815,9.99,156
91,1372,418,126,2.49,495
77,380,76,230,14.99,136
64,1108,406,770,4.59,90
55,610,359,327,9.99,188
74,2655,250,2026,9.99,744
79,1511,161,1120,19.99,229
75,9510,668,6491,19.99,305
84,11465,299,11068,14.99,301
80,122,22,127,11.69,0
84,656,108,629,39.99,252
90,1323,223,0,0.0,36
66,59,42,0,22.49,0
80,1894,782,2149,54.99,1819
83,726,68,926,29.99,85
71,235,60,282,34.99,0
79,45,13,0,19.99,60
97,3588,102,3906,59.99,381
88,195,18,208,19.99,0
76,117,93,190,29.99,0
78,38,9,0,17.09,0
82,105,37,112,17.99,0
93,9616,328,10086,29.99,681
59,0,0,0,0.0,0
81,220,6,263,13.49,22
78,145,17,137,17.99,0
87,4478,643,7891,59.99,339
63,144,71,185,17.99,0
81,358,16,373,22.49,0
79,96938,3225,84030,9.99,1283
84,33521,2000,55658,59.99,661
82,144,11,288,17.99,0
77,8955,1289,9356,59.99,348
81,3171,2152,4450,59.99,292
72,172,51,167,33.99,0
81,4367,7101,9452,59.99,434
65,169,41,138,2.49,75
79,1069,72,1076,35.99,87
80,2572,935,3536,19.99,0
83,731,146,939,29.99,56
75,99,57,147,19.99,463
60,39,8,0,1.99,0
94,9,8,0,7.5,0
76,224,91,296,49.99,0
57,300,257,456,9.99,84
76,52,6,0,16.99,0
79,124,103,193,49.99,0
83,32,12,0,8.99,0
77,1316,59,1395,29.99,0
76,29,3,0,16.99,0
83,1136,94,1288,24.99,0
65,37,29,0,25.49,0
78,3822,903,4110,0.0,305
94,25698,2047,22971,0.0,496
76,8926,13908,15652,0.0,6793
70,71,26,0,0.0,133
81,789,116,522,0.0,6
81,1579,140,931,0.0,29
64,556,2589,2971,0.0,122
91,10238,2623,11466,29.99,362
79,68,9,0,0.0,0
61,192,129,260,0.0,0
93,11878,1856,10569,0.0,590
27,14,24,0,0.0,0
58,23,17,0,0.0,0
90,4720,4114,6025,0.0,8381
53,136,236,187,0.0,0
74,30450,30445,46888,0.0,9237
61,2429,450,2079,0.0,1471
65,5757,1934,7066,0.0,695
60,1824,2215,3433,0.0,1447
64,1155,1004,1547,0.0,110
61,5383,3165,1280,0.0,332
77,812,230,858,0.0,344
63,173,254,244,0.0,182
74,9,33,0,0.0,0
83,11269,1410,4755,0.0,2583
78,1199,111,574,0.0,733
60,1031,500,767,0.0,207
61,1097,608,1047,0.0,1620
86,621,55,481,0.0,49
68,641,40,417,0.0,412
92,589,55,422,0.0,94
83,2390,163,2225,29.99,827
73,385,172,474,0.0,60
70,330,90,374,18.99,0
80,66,15,0,0.0,152
74,565,252,692,0.0,0
81,27945,2892,19047,29.99,2134
83,2362,554,2226,0.0,375
57,170,93,233,0.0,0
53,35,42,0,0.0,79
89,5158,760,3652,0.0,2586
93,73138,6484,68011,0.0,1531
57,7101,10182,13957,0.0,439
77,1129,157,1108,0.0,1634
43,2520,3386,3918,0.0,692
64,37,34,0,0.0,0
67,518,360,615,0.0,71
87,23716,4194,24886,59.99,716
77,828,117,818,0.0,1536
57,19,5,0,0.0,0
76,248,34,151,0.0,195
68,176,53,161,0.0,4
82,160,20,113,0.0,116
86,3821,642,2927,0.0,3098
91,9579,860,9049,0.0,2600
60,16610,5934,16855,0.0,1125
62,492,67,499,0.0,0
83,214,122,0,0.0,49
86,715,1169,1482,0.0,19
51,235,74,297,0.0,999
73,128,40,0,0.0,84
87,1097,646,0,0.0,1198
73,142,79,0,0.0,24
48,1113,1178,0,0.0,63
82,3945,838,159,0.0,655
63,381,164,116,0.0,157
73,1517,726,1582,0.0,272
65,148,209,297,0.0,144
54,148,70,149,0.0,0
78,41,19,0,0.0,0
69,5992,3694,3295,0.0,426
72,24,2,0,0.0,0
54,660,206,279,0.0,215
78,6668,1897,5141,0.0,888
67,197,20,174,0.0,0
65,2215,1592,0,0.0,26104
70,33,11,0,0.0,1
64,9674,2994,2482,0.0,577
72,5,10,0,0.0,0
67,611,216,0,0.0,38
87,11514,1699,8732,0.0,253
79,23,2,0,14.99,0
85,1515,77,1410,39.99,1180
89,59,0,0,12.99,0
88,1202,164,1397,31.49,837
79,8,0,0,14.99,0
80,2412,894,3071,49.99,981
82,193,64,224,19.99,0
81,1628,218,1631,19.99,2281
72,258,155,398,19.99,792
84,82,2,0,19.99,0
76,5721,2437,7139,24.99,690
85,2416,158,2147,24.99,671
80,15,1,0,19.99,0
68,240,68,277,29.99,0
75,6162,377,4083,49.99,361
77,204,14,192,17.99,0
80,2553,252,2065,39.99,1061
79,232,22,200,9.99,0
76,110,15,130,24.99,0
91,4831,102,4825,17.99,331
83,230,38,429,33.99,0
62,741,61,714,29.99,0
79,311,69,339,22.49,0
83,1811,74,1788,19.99,0
78,739,115,776,24.99,1524
82,13500,4783,12710,69.99,845
68,186,45,144,34.99,0
80,3074,240,2534,59.99,580
80,87,1,0,29.99,0
74,231,31,186,19.99,173
85,6484,82,6125,19.99,641
75,17,17,0,19.99,0
83,737,22,675,19.99,0
88,2349,70,2198,24.99,0
90,56,1,0,19.99,0
85,319,16,276,14.99,0
82,4564,651,4964,14.99,1072
80,1567,311,1897,35.99,0
81,0,0,0,9.99,0
